Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Наливайко,Марія,Павлівна,Жіноча,1955-10-16,Пекар,хутір Луцьк,"набережна Нежданової, буд. 843 кв. 087, Конотоп, 80954",207-81-82,iaroslavaiesypenko@example.org
Іванченко,Клавдія,Павлівна,Жіноча,1976-06-29,Співак,хутір Краматорськ,"проспект Новоберегова, буд. 6, Маріуполь, 01616",+380 07 090-60-25,leonidshvachka@example.com
Єрошенко,Аліна,Сергіївна,Жіноча,1996-07-18,Електрослюсар,місто Полтава,"вулиця Перемоги, буд. 033, Дрогобич, 67574",660-33-55,shtokaloroksolana@example.org
Романчук,Марта,Володимирівна,Жіноча,1971-11-25,Провізор,місто Енергодар,"шосе Казковий, буд. 06, Брянка, 08993",970-70-29,bohdanivashchenko@example.com
Андрусенко,Едита,Юріївна,Жіноча,1987-07-18,Штукатур,місто Горішні Плавні,"парк Людмили Гінзбург, буд. 6, Українськ, 70391",+380 (64) 620-89-21,tvashchenko-zakharchenko@example.org
Усик,Галина,Анатоліївна,Жіноча,1971-03-09,Письменник,село Овруч,"площа Леха Качинського, буд. 832 кв. 853, Авдіївка, 91419",024 041 80 60,redkomykyta@example.net
Гаєвський,Златослава,Юріївна,Жіноча,1958-05-09,Секретар,хутір Рені,"площа Проектований 3-й, буд. 2 кв. 4, Інкерман, 94786",+380 (19) 449-45-96,otryhub@example.org
Юрчук,Альбіна,Олександрівна,Жіноча,1949-05-15,Машиніст,місто Бершадь,"набережна Бузковий 1-й, буд. 4, Буськ, 05873",+380 18 360-56-56,valentyna14@example.com
Євтушенко,Віолетта,Олександрівна,Жіноча,1946-07-08,Хімік,селище Івано-Франківськ,"сквер Восьмого березня 2-й, буд. 78 кв. 79, Збараж, 78540",739 88 60,etsisyk@example.com
Штокало,Камілла,Володимирівна,Жіноча,2008-03-21,Програміст,хутір Кам'янка (Черкаська область),"узвіз Жуковського, буд. 589 кв. 829, Лубни, 08274",597 92 01,lazarenkoieva@example.com
Єщенко,Еріка,Петрівна,Жіноча,1979-05-31,Агроном,місто Сокиряни,"набережна Аркадійська, буд. 851, Каховка, 26747",032 737-55-05,lvashchuk@example.com
Стець,Роксолана,Олександрівна,Жіноча,1998-10-05,Економіст,селище Лохвиця,"набережна Овідіопольська дорога, буд. 450 кв. 039, Устилуг, 78184",661 98 00,movcharenko@example.com
Удовенко,Роксолана,Анатоліївна,Жіноча,1991-08-13,Маркетолог,село Таврійськ,"парк Тупиковий, буд. 0 кв. 7, Вінниця, 13872",456-44-45,iaremaviter@example.net
Базилевич,Ярина,Михайлівна,Жіноча,1992-04-26,Сценарист,селище Кропивницький,"проспект Промислова, буд. 920 кв. 26, Охтирка, 24942",+380 79 781 50 79,iustym88@example.net
Батіг,Надія,Володимирівна,Жіноча,1964-02-18,Євнух,селище Прип'ять ,"шосе Святослава Ріхтера, буд. 35, Вугледар, 86017",911-20-70,chernenkovarfolomii@example.net
Рудько,Тетяна,Павлівна,Жіноча,1968-07-24,Кушнір,село Копичинці,"провулок Амбулаторний 2-й, буд. 9, Кам'янка (Черкаська область), 71133",+380 01 426 75 98,ipryimak@example.net
Атаманчук,Алла,Андріївна,Жіноча,1960-02-12,Стропальник,місто Ківерці,"площа Гладкова, буд. 410 кв. 14, Шаргород, 86853",+380 62 054 55 33,demyd06@example.com
Архипенко,Богуслава,Михайлівна,Жіноча,1995-01-09,Публіцист,хутір Коростишів,"шосе Софіївська, буд. 3, Красноперекопськ, 07022",023 401 44 58,varfolomiiievtushenko@example.org
Прокопович,Соломія,Олександрівна,Жіноча,1963-09-13,Мінералог,місто Брянка,"площа Новикова, буд. 68 кв. 901, Снігурівка, 08021",+380 (79) 161-92-41,vandriishyn@example.com
Пелех,Марʼяна,Петрівна,Жіноча,1979-09-09,Державний службовець,хутір Старий Крим,"парк Перлинна, буд. 3, Стебник, 89154",+380 (91) 528-21-25,tkachenkolevko@example.net
Бгиденко,Єлисавета,Анатоліївна,Жіноча,1939-01-25,Вчитель,місто Кам'янка-Бузька,"парк Пересипська 8-ма, буд. 247 кв. 746, Житомир, 18358",+380 (11) 987-16-43,vgzhytska@example.net
Авраменко,Юстина,Іванівна,Жіноча,1948-12-28,Психолог,селище Бунге ,"сквер Дальній, буд. 22 кв. 3, Армянськ, 16537",133 90 76,myron51@example.net
Рубець,Едита,Олександрівна,Жіноча,1986-07-18,Державний службовець,селище Снятин,"проспект Тіниста, буд. 426 кв. 54, Свалява, 07126",+380 (57) 918-41-50,ieroshenkosolomon@example.com
Медведенко,Ліза,Михайлівна,Жіноча,1950-06-08,Скульптор,селище Остер ,"шосе Кар’єрна, буд. 7, Ромни, 68008",028 62 36,maksym09@example.com
Засуха,Розалія,Анатоліївна,Жіноча,1944-09-15,Машиніст,село Міусинськ,"сквер Банний, буд. 4, Кодима, 04131",+380 77 496 40 20,liudmylaandriievych@example.com
Бакуменко,Ганна,Олександрівна,Жіноча,2003-09-25,Мінералог,хутір Чугуїв,"узвіз Восьмого березня 3-й, буд. 437, Білогірськ, 84787",072 418 91 52,zaietsazar@example.com
Байрак,Сніжана,Андріївна,Жіноча,1947-10-01,Футболіст,хутір Мостиська,"шосе Чорноморський 12-й, буд. 299, Часів Яр, 58257",+380 18 537-75-12,cdankevych@example.net
Александренко,Людмила,Михайлівна,Жіноча,1960-12-09,Юрист,селище Федорівка,"набережна Ювілейний 1-й, буд. 76, Червоноград, 75728",185-39-14,liubov05@example.org
Прокопович,Єва,Михайлівна,Жіноча,1971-03-30,Дизайнер,село Берислав,"узвіз Регенсбург, буд. 8, Малин, 26177",059 998-66-79,liudmyla65@example.net
Дашенко,Емілія,Юріївна,Жіноча,1978-01-07,Вчитель,місто Корець,"сквер Артезіанська, буд. 246 кв. 14, Чуднів, 33436",375 21 71,iaroslava87@example.net
Тесля,Тереза,Іванівна,Жіноча,2004-10-08,Випробувач,місто Карлівка,"парк Стороженка Олега, буд. 56 кв. 75, Долинська, 77373",+380 52 973-67-53,ashvedchenko@example.com
Харченко,Ольга,Юріївна,Жіноча,1940-02-16,Електротехнік,селище Монастириська,"узвіз Українська, буд. 1 кв. 344, Бровари, 75750",231-01-90,sviatoslav05@example.com
Приймак,Ганна,Анатоліївна,Жіноча,2000-07-16,Пілот,хутір Здолбунів,"шосе Некрасова, буд. 19, Світловодськ, 72526",+380 84 962-32-96,ustymlytvyn@example.com
Микитюк,Анжела,Павлівна,Жіноча,1960-04-14,Єгер,село Южноукраїнськ,"провулок Зоринська, буд. 1, Кодима, 52673",018 850 98 84,chernenkoedyta@example.com
Вертипорох,Роксолана,Сергіївна,Жіноча,1962-11-23,Кухар,місто Кременець,"проспект Північний, буд. 42, Перечин, 38606",+380 (70) 143-97-45,olha31@example.net
Дзиндра,Любов,Сергіївна,Жіноча,1944-04-25,Ґрунтознавець,хутір Угнів,"парк Новиков міст, буд. 68 кв. 2, Устилуг, 42553",+380 (55) 267-55-88,valerii26@example.com
Павленко,Юстина,Олександрівна,Жіноча,1964-06-26,Гірничий інженер,селище Турка,"площа Морська, буд. 8 кв. 7, Вільнянськ, 76393",009 801-36-67,lytvynada@example.com
Конопленко,Орися,Сергіївна,Жіноча,1990-07-18,Архітектор,селище Свалява,"проспект Чорноморський 11-й, буд. 35 кв. 015, Арциз, 07432",667 85 83,drozdspas@example.com
Верховинець,Ліза,Анатоліївна,Жіноча,1975-04-21,Зоолог,селище Ватутіне,"сквер Пісочний, буд. 1 кв. 829, Зугрес, 54224",+380 (92) 921-52-93,snizhana54@example.com
Василевич,Сніжана,Анатоліївна,Жіноча,1978-12-19,Петрограф,місто Добромиль,"шосе Асташкіна, буд. 603, Городенка, 97046",+380 60 778-73-95,violettariaboshapka@example.com
Бездітко,Олена,Павлівна,Жіноча,1995-03-15,Астрофізик,хутір Старий Крим,"площа Гагаріна, буд. 001, Вільногірськ, 76751",793-04-68,etelizhenko@example.net
